chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.3,§ 710.3 How and where to register.,§ 710.3,How and where to register.,21 CFR 710.3,FALSE,7,2017-01-05T00:00:00-0500,745,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.4,§ 710.4 Information requested.,§ 710.4,Information requested.,21 CFR 710.4,FALSE,7,2017-01-05T00:00:00-0500,715,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.5,§ 710.5 Amendments to registration.,§ 710.5,Amendments to registration.,21 CFR 710.5,FALSE,7,2017-01-05T00:00:00-0500,575,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.6,§ 710.6 Notification of registrant; cosmetic product establishment registration number.,§ 710.6,Notification of registrant; cosmetic product establishment registration number.,21 CFR 710.6,FALSE,7,2017-01-05T00:00:00-0500,665,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.7,§ 710.7 Inspection of registrations.,§ 710.7,Inspection of registrations.,21 CFR 710.7,FALSE,7,2017-01-05T00:00:00-0500,525,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.8,§ 710.8 Misbranding by reference to registration or to registration number.,§ 710.8,Misbranding by reference to registration or to registration number.,21 CFR 710.8,FALSE,7,2017-01-05T00:00:00-0500,657,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,710,Part 710—Voluntary Registration of Cosmetic Product Establishments,Voluntary Registration of Cosmetic Product Establishments,,,,710.9,§ 710.9 Exemptions.,§ 710.9,Exemptions.,21 CFR 710.9,FALSE,7,2017-01-05T00:00:00-0500,982,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.1,§ 720.1 Who should file.,§ 720.1,Who should file.,21 CFR 720.1,FALSE,7,2017-01-05T00:00:00-0500,726,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.2,§ 720.2 Times for filing.,§ 720.2,Times for filing.,21 CFR 720.2,FALSE,7,2017-01-05T00:00:00-0500,617,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.3,§ 720.3 How and where to file.,§ 720.3,How and where to file.,21 CFR 720.3,FALSE,7,2017-01-05T00:00:00-0500,835,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.4,§ 720.4 Information requested about cosmetic products.,§ 720.4,Information requested about cosmetic products.,21 CFR 720.4,FALSE,7,2017-01-05T00:00:00-0500,7607,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.5,§ 720.5 [Reserved],§ 720.5,§ 720.5 [Reserved],21 CFR 720.5,TRUE,7,2017-01-05T00:00:00-0500,216,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.6,§ 720.6 Amendments to statement.,§ 720.6,Amendments to statement.,21 CFR 720.6,FALSE,7,2017-01-05T00:00:00-0500,946,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.7,§ 720.7 Notification of person submitting cosmetic product ingredient statement.,§ 720.7,Notification of person submitting cosmetic product ingredient statement.,21 CFR 720.7,FALSE,7,2017-01-05T00:00:00-0500,953,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.8,§ 720.8 Confidentiality of statements.,§ 720.8,Confidentiality of statements.,21 CFR 720.8,FALSE,7,2022-10-14T21:50:32-0400,4629,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,720,Part 720—Voluntary Filing of Cosmetic Product Ingredient Composition Statements,Voluntary Filing of Cosmetic Product Ingredient Composition Statements,,,,720.9,§ 720.9 Misbranding by reference to filing or to statement number.,§ 720.9,Misbranding by reference to filing or to statement number.,21 CFR 720.9,FALSE,7,2017-01-05T00:00:00-0500,656,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,A,Subpart A—General,General,740.1,§ 740.1 Establishment of warning statements.,§ 740.1,Establishment of warning statements.,21 CFR 740.1,FALSE,7,2017-01-05T00:00:00-0500,1020,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,A,Subpart A—General,General,740.2,§ 740.2 Conspicuousness of warning statements.,§ 740.2,Conspicuousness of warning statements.,21 CFR 740.2,FALSE,7,2023-07-17T19:50:07-0400,1306,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.1,§ 740.10 Labeling of cosmetic products for which adequate substantiation of safety has not been obtained.,§ 740.10,Labeling of cosmetic products for which adequate substantiation of safety has not been obtained.,21 CFR 740.10,FALSE,7,2023-03-31T21:40:18-0400,1597,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.11,§ 740.11 Cosmetics in self-pressurized containers.,§ 740.11,Cosmetics in self-pressurized containers.,21 CFR 740.11,FALSE,7,2023-03-31T21:40:18-0400,2668,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.12,§ 740.12 Feminine deodorant sprays.,§ 740.12,Feminine deodorant sprays.,21 CFR 740.12,FALSE,7,2023-03-31T21:40:18-0400,1610,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.17,§ 740.17 Foaming detergent bath products.,§ 740.17,Foaming detergent bath products.,21 CFR 740.17,FALSE,7,2023-03-31T21:40:18-0400,1296,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.18,§ 740.18 Coal tar hair dyes posing a risk of cancer.,§ 740.18,Coal tar hair dyes posing a risk of cancer.,21 CFR 740.18,FALSE,7,2023-03-31T21:40:18-0400,1135,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",G,Subchapter G—Cosmetics,Cosmetics,740,Part 740—Cosmetic Product Warning Statements,Cosmetic Product Warning Statements,B,Subpart B—Warning Statements,Warning Statements,740.19,§ 740.19 Suntanning preparations.,§ 740.19,Suntanning preparations.,21 CFR 740.19,FALSE,7,2023-03-31T21:40:18-0400,1317,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,B,Subpart B—Requirements for Specific Medical Devices,Requirements for Specific Medical Devices,800.1,§ 800.10 Contact lens solutions; sterility.,§ 800.10,Contact lens solutions; sterility.,21 CFR 800.10,FALSE,8,2017-01-05T00:00:00-0500,2797,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,B,Subpart B—Requirements for Specific Medical Devices,Requirements for Specific Medical Devices,800.12,§ 800.12 Contact lens solutions and tablets; tamper-resistant packaging.,§ 800.12,Contact lens solutions and tablets; tamper-resistant packaging.,21 CFR 800.12,FALSE,8,2017-01-05T00:00:00-0500,7658,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,B,Subpart B—Requirements for Specific Medical Devices,Requirements for Specific Medical Devices,800.2,§ 800.20 Patient examination gloves and surgeons' gloves; sample plans and test method for leakage defects; adulteration.,§ 800.20,Patient examination gloves and surgeons' gloves; sample plans and test method for leakage defects; adulteration.,21 CFR 800.20,FALSE,8,2024-06-04T18:40:30-0400,42375,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,B,Subpart B—Requirements for Specific Medical Devices,Requirements for Specific Medical Devices,800.3,§ 800.30 Over-the-counter hearing aid controls.,§ 800.30,Over-the-counter hearing aid controls.,21 CFR 800.30,FALSE,8,2023-03-31T21:40:18-0400,24270,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,C,Subpart C—Administrative Practices and Procedures,Administrative Practices and Procedures,800.55,§ 800.55 Administrative detention.,§ 800.55,Administrative detention.,21 CFR 800.55,FALSE,8,2020-03-25T22:30:08-0400,15250,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,800,Part 800—General,General,C,Subpart C—Administrative Practices and Procedures,Administrative Practices and Procedures,800.75,§ 800.75 Requests for supervisory review of certain decisions made by the Center for Devices and Radiological Health.,§ 800.75,Requests for supervisory review of certain decisions made by the Center for Devices and Radiological Health.,21 CFR 800.75,FALSE,8,2023-03-31T21:40:18-0400,4713,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.1,"§ 801.1 Medical devices; name and place of business of manufacturer, packer or distributor.",§ 801.1,"Medical devices; name and place of business of manufacturer, packer or distributor.",21 CFR 801.1,FALSE,8,2017-01-05T00:00:00-0500,2076,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.3,§ 801.3 Definitions.,§ 801.3,Definitions.,21 CFR 801.3,FALSE,8,2023-03-31T21:40:18-0400,4919,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.4,§ 801.4 Meaning of intended uses.,§ 801.4,Meaning of intended uses.,21 CFR 801.4,FALSE,8,2021-09-02T21:50:04-0400,2238,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.5,§ 801.5 Medical devices; adequate directions for use.,§ 801.5,Medical devices; adequate directions for use.,21 CFR 801.5,FALSE,8,2017-01-05T00:00:00-0500,1720,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.6,§ 801.6 Medical devices; misleading statements.,§ 801.6,Medical devices; misleading statements.,21 CFR 801.6,FALSE,8,2017-01-05T00:00:00-0500,440,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.15,§ 801.15 Medical devices; prominence of required label statements; use of symbols in labeling.,§ 801.15,Medical devices; prominence of required label statements; use of symbols in labeling.,21 CFR 801.15,FALSE,8,2020-06-03T10:03:00-0400,7465,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.16,§ 801.16 Medical devices; Spanish-language version of certain required statements.,§ 801.16,Medical devices; Spanish-language version of certain required statements.,21 CFR 801.16,FALSE,8,2017-01-05T00:00:00-0500,510,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,A,Subpart A—General Labeling Provisions,General Labeling Provisions,801.18,§ 801.18 Format of dates provided on a medical device label.,§ 801.18,Format of dates provided on a medical device label.,21 CFR 801.18,FALSE,8,2017-01-05T00:00:00-0500,1191,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.2,§ 801.20 Label to bear a unique device identifier.,§ 801.20,Label to bear a unique device identifier.,21 CFR 801.20,FALSE,8,2020-04-17T20:00:06-0400,867,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.3,§ 801.30 General exceptions from the requirement for the label of a device to bear a unique device identifier.,§ 801.30,General exceptions from the requirement for the label of a device to bear a unique device identifier.,21 CFR 801.30,FALSE,8,2026-02-05T17:20:15-0500,3844,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.35,§ 801.35 Voluntary labeling of a device with a unique device identifier.,§ 801.35,Voluntary labeling of a device with a unique device identifier.,21 CFR 801.35,FALSE,8,2020-04-17T20:00:06-0400,733,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.4,§ 801.40 Form of a unique device identifier.,§ 801.40,Form of a unique device identifier.,21 CFR 801.40,FALSE,8,2020-04-17T20:00:06-0400,1421,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.45,§ 801.45 Devices that must be directly marked with a unique device identifier.,§ 801.45,Devices that must be directly marked with a unique device identifier.,21 CFR 801.45,FALSE,8,2026-02-05T17:20:15-0500,2179,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.5,§ 801.50 Labeling requirements for stand-alone software.,§ 801.50,Labeling requirements for stand-alone software.,21 CFR 801.50,FALSE,8,2020-04-17T20:00:06-0400,1248,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.55,§ 801.55 Request for an exception from or alternative to a unique device identifier requirement.,§ 801.55,Request for an exception from or alternative to a unique device identifier requirement.,21 CFR 801.55,FALSE,8,2020-04-03T20:30:06-0400,4095,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,B,Subpart B—Labeling Requirements for Unique Device Identification,Labeling Requirements for Unique Device Identification,801.57,§ 801.57 Discontinuation of legacy FDA identification numbers assigned to devices.,§ 801.57,Discontinuation of legacy FDA identification numbers assigned to devices.,21 CFR 801.57,FALSE,8,2023-03-31T21:40:18-0400,2270,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,C,Subpart C—Labeling Requirements for Over-the-Counter Devices,Labeling Requirements for Over-the-Counter Devices,801.6,§ 801.60 Principal display panel.,§ 801.60,Principal display panel.,21 CFR 801.60,FALSE,8,2017-01-05T00:00:00-0500,2358,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,C,Subpart C—Labeling Requirements for Over-the-Counter Devices,Labeling Requirements for Over-the-Counter Devices,801.61,§ 801.61 Statement of identity.,§ 801.61,Statement of identity.,21 CFR 801.61,FALSE,8,2017-01-05T00:00:00-0500,1225,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,C,Subpart C—Labeling Requirements for Over-the-Counter Devices,Labeling Requirements for Over-the-Counter Devices,801.62,§ 801.62 Declaration of net quantity of contents.,§ 801.62,Declaration of net quantity of contents.,21 CFR 801.62,FALSE,8,2024-06-04T18:40:30-0400,13969,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,C,Subpart C—Labeling Requirements for Over-the-Counter Devices,Labeling Requirements for Over-the-Counter Devices,801.63,§ 801.63 Medical devices; warning statements for devices containing or manufactured with chlorofluorocarbons and other class I ozone-depleting substances.,§ 801.63,Medical devices; warning statements for devices containing or manufactured with chlorofluorocarbons and other class I ozone-depleting substances.,21 CFR 801.63,FALSE,8,2017-01-05T00:00:00-0500,2024,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.109,§ 801.109 Prescription devices.,§ 801.109,Prescription devices.,21 CFR 801.109,FALSE,8,2023-03-31T21:40:18-0400,3867,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.11,§ 801.110 Retail exemption for prescription devices.,§ 801.110,Retail exemption for prescription devices.,21 CFR 801.110,FALSE,8,2017-01-05T00:00:00-0500,749,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.116,§ 801.116 Medical devices having commonly known directions.,§ 801.116,Medical devices having commonly known directions.,21 CFR 801.116,FALSE,8,2017-01-05T00:00:00-0500,422,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.119,§ 801.119 In vitro diagnostic products.,§ 801.119,In vitro diagnostic products.,21 CFR 801.119,FALSE,8,2020-04-17T20:00:06-0400,687,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.122,"§ 801.122 Medical devices for processing, repacking, or manufacturing.",§ 801.122,"Medical devices for processing, repacking, or manufacturing.",21 CFR 801.122,FALSE,8,2017-01-05T00:00:00-0500,521,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.125,"§ 801.125 Medical devices for use in teaching, law enforcement, research, and analysis.",§ 801.125,"Medical devices for use in teaching, law enforcement, research, and analysis.",21 CFR 801.125,FALSE,8,2017-01-05T00:00:00-0500,760,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.127,§ 801.127 Medical devices; expiration of exemptions.,§ 801.127,Medical devices; expiration of exemptions.,21 CFR 801.127,FALSE,8,2017-01-05T00:00:00-0500,1281,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,D,Subpart D—Exemptions From Adequate Directions for Use,Exemptions From Adequate Directions for Use,801.128,§ 801.128 Exceptions or alternatives to labeling requirements for medical devices held by the Strategic National Stockpile.,§ 801.128,Exceptions or alternatives to labeling requirements for medical devices held by the Strategic National Stockpile.,21 CFR 801.128,FALSE,8,2020-04-17T20:00:06-0400,4439,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,E,Subpart E—Other Exemptions,Other Exemptions,801.15,"§ 801.150 Medical devices; processing, labeling, or repacking.",§ 801.150,"Medical devices; processing, labeling, or repacking.",21 CFR 801.150,FALSE,8,2023-03-31T21:40:18-0400,5129,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.405,§ 801.405 Labeling of articles intended for lay use in the repairing and/or refitting of dentures.,§ 801.405,Labeling of articles intended for lay use in the repairing and/or refitting of dentures.,21 CFR 801.405,FALSE,8,2023-03-31T21:40:18-0400,5294,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.41,§ 801.410 Use of impact-resistant lenses in eyeglasses and sunglasses.,§ 801.410,Use of impact-resistant lenses in eyeglasses and sunglasses.,21 CFR 801.410,FALSE,8,2023-03-31T21:40:18-0400,8410,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.415,§ 801.415 Maximum acceptable level of ozone.,§ 801.415,Maximum acceptable level of ozone.,21 CFR 801.415,FALSE,8,2017-01-05T00:00:00-0500,3413,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.417,§ 801.417 Chlorofluorocarbon propellants.,§ 801.417,Chlorofluorocarbon propellants.,21 CFR 801.417,FALSE,8,2017-01-05T00:00:00-0500,463,
